_c0,_c1,_c2,_c3,_c4,_c5,_c6,_c7,_c8,_c9
sr.wikipedia,DoS_напад,-1,mobile-app,20,1,user,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,desktop,20,3,spider,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,mobile-app,21,2,user,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,desktop,21,2,spider,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,mobile-app,22,1,user,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,desktop,22,2,spider,2019,9,17
pl.wikipedia,DDoS,-1,mobile-app,23,1,user,2019,9,17
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,DoS-атака,-1,mobile-app,16,1,user,2019,9,3
it.wikipedia,Denial_of_service,-1,mobile-app,16,2,user,2019,9,3
en.wikipedia,Denial-of-service_attack,-1,desktop,16,1,spider,2019,9,3
en.wikipedia,Denial-of-service_attack,-1,mobile-app,16,2,user,2019,9,3
en.wikipedia,Denial-of-service_attack,-1,desktop,17,2,spider,2019,9,3
en.wikipedia,Denial_of_Service,-1,desktop,17,1,spider,2019,9,3
it.wikipedia,Denial_of_service,-1,mobile-app,18,1,user,2019,9,3
en.wikipedia,Denial-of-service_attack,-1,desktop,18,1,spider,2019,9,3
en.wikipedia,Denial-of-service_attack,-1,desktop,19,2,spider,2019,9,3
en.wikipedia,Denial-of-service_attack,-1,mobile-app,19,1,user,2019,9,3
it.wikipedia,Denial_of_service,-1,mobile-app,20,1,user,2019,9,3
uk.wikipedia,DoS-атака,-1,desktop,20,1,user,2019,9,3
en.wikipedia,Denial-of-service_attack,-1,desktop,20,2,spider,2019,9,3
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,20,1,user,2019,9,3
cs.wikipedia,Denial_of_service,-1,mobile-app,21,2,user,2019,9,3
en.wikipedia,Denial-of-service_attack,-1,desktop,21,3,spider,2019,9,3
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,8,1,user,2019,9,10
en.wikipedia,Denial-of-service_attack,-1,desktop,8,3,spider,2019,9,10
en.wikipedia,Denial-of-service_attack,-1,mobile-app,9,2,user,2019,9,10
de.wikipedia,Denial_of_Service,-1,mobile-app,9,1,user,2019,9,10
de.wikipedia,Denial_of_Service,-1,mobile-app,10,1,user,2019,9,10
en.wikipedia,Denial-of-service_attack,-1,desktop,10,1,spider,2019,9,10
de.wikipedia,Denial_of_Service,-1,mobile-app,11,1,user,2019,9,10
en.wikipedia,Denial-of-service_attack,-1,desktop,11,2,spider,2019,9,10
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,12,2,user,2019,9,10
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,1,user,2019,9,10
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,13,1,user,2019,9,10
en.wikipedia,Denial-of-service_attack,-1,mobile-app,13,1,user,2019,9,10
it.wikipedia,Denial_of_service,-1,mobile-app,13,1,user,2019,9,10
en.wikipedia,Denial-of-service_attack,-1,desktop,13,1,spider,2019,9,10
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,14,10,user,2019,9,10
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,6,1,spider,2019,9,14
de.wikipedia,Denial_of_Service,-1,mobile-app,6,3,user,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,5,1,spider,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,mobile-app,4,3,user,2019,9,14
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,4,2,user,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,mobile-app,3,3,user,2019,9,14
de.wikipedia,Denial_of_Service,-1,mobile-app,3,3,user,2019,9,14
ru.wikipedia,DoS-атака,-1,mobile-app,3,1,user,2019,9,14
pt.wikipedia,Ataque_de_negação_de_serviço,-1,mobile-app,2,2,user,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,mobile-app,2,1,user,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,2,2,spider,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,1,2,spider,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,mobile-app,0,1,user,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,mobile-web,0,1,spider,2019,9,14
en.wikipedia,Denial-of-service_attack,-1,desktop,0,3,spider,2019,9,14
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,16,3,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,16,2,spider,2019,9,20
ru.wikipedia,DoS-атака,-1,mobile-app,16,1,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,1,user,2019,9,20
it.wikipedia,Denial_of_service,-1,mobile-app,17,2,user,2019,9,20
tr.wikipedia,Denial-of-service_attack,-1,mobile-app,17,1,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,mobile-app,18,2,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,18,2,spider,2019,9,20
de.wikipedia,Denial_of_Service,-1,desktop,18,1,spider,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,2,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2019,9,20
ru.wikipedia,DoS-атака,-1,mobile-app,20,2,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,mobile-app,21,2,user,2019,9,20
en.wikipedia,Denial-of-service_attack,-1,desktop,21,3,spider,2019,9,20
it.wikipedia,Denial_of_service,-1,mobile-app,21,1,user,2019,9,20
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,0,3,user,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,0,4,spider,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,2,user,2019,9,4
hu.wikipedia,Szolgáltatásmegtagadással_járó_támadás,-1,mobile-app,20,1,user,2019,9,4
ru.wikipedia,DoS-атака,-1,mobile-app,20,2,user,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2019,9,4
de.wikipedia,Denial_of_Service,-1,mobile-app,21,1,user,2019,9,4
it.wikipedia,Denial_of_service,-1,mobile-app,21,1,user,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,21,1,spider,2019,9,4
en.wikipedia,Denial-of-service_attack,-1,desktop,14,1,spider,2018,9,1
ru.wikipedia,DoS-атака,-1,mobile-app,15,1,user,2018,9,1
ja.wikipedia,DoS攻撃,-1,mobile-app,15,1,user,2018,9,1
en.wikipedia,Denial-of-service_attack,-1,desktop,15,3,spider,2018,9,1
en.wikipedia,Denial-of-service_attack,-1,mobile-app,22,1,user,2019,9,24
en.wikipedia,Denial-of-service_attack,-1,desktop,22,2,spider,2019,9,24
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,14,1,user,2019,9,18
fi.wikipedia,Palvelunestohyökkäys,-1,mobile-app,14,2,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,14,2,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,1,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,15,2,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,1,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,16,2,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,16,1,user,2019,9,18
fa.wikipedia,حمله_محروم‌سازی_از_سرویس,-1,mobile-app,17,1,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,17,3,spider,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,2,user,2019,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,18,2,spider,2019,9,18
sv.wikipedia,Denial_of_Service,-1,mobile-app,18,1,user,2019,9,18
fi.wikipedia,Palvelunestohyökkäys,-1,mobile-app,19,1,user,2019,9,18
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,0,1,spider,2019,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,1,1,spider,2019,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,2,2,spider,2019,9,2
en.wikipedia,Denial-of-service_attack,-1,mobile-app,2,2,user,2019,9,2
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,2,1,user,2019,9,2
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,2,1,user,2019,9,2
pt.wikipedia,Ataque_de_negação_de_serviço,-1,mobile-app,2,1,user,2019,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,3,3,spider,2019,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,4,2,spider,2019,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,5,1,spider,2019,9,2
ru.wikipedia,DoS-атака,-1,desktop,5,1,spider,2019,9,2
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,1,user,2019,9,2
en.wikipedia,Denial-of-service_attack,-1,desktop,7,1,spider,2019,9,2
en.wikipedia,Denial-of-service_attack,-1,mobile-app,7,1,user,2019,9,2
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,DoS-атака,-1,mobile-app,16,1,user,2019,9,1
da.wikipedia,DDoS,-1,mobile-app,16,2,user,2019,9,1
de.wikipedia,Denial_of_Service,-1,mobile-app,16,1,user,2019,9,1
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,2,user,2019,9,1
en.wikipedia,Denial-of-service_attack,-1,desktop,17,1,spider,2019,9,1
en.wikipedia,Denial-of-service_attack,-1,mobile-app,18,3,user,2019,9,1
en.wikipedia,Denial-of-service_attack,-1,desktop,18,1,spider,2019,9,1
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,3,user,2019,9,1
pl.wikipedia,DDoS,-1,mobile-app,20,2,user,2019,9,1
ru.wikipedia,DoS-атака,-1,mobile-app,20,1,user,2019,9,1
en.wikipedia,Denial-of-service_attack,-1,desktop,20,1,spider,2019,9,1
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,20,2,user,2019,9,1
en.wikipedia,Denial-of-service_attack,-1,desktop,21,1,spider,2019,9,1
ru.wikipedia,DoS-атака,-1,mobile-app,22,1,user,2019,9,1
en.wikipedia,Denial-of-service_attack,-1,desktop,22,1,spider,2019,9,1
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,13,1,user,2019,9,19
en.wikipedia,Denial-of-service_attack,-1,desktop,13,2,spider,2019,9,19
ru.wikipedia,DoS-атака,-1,mobile-app,13,3,user,2019,9,19
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,13,2,user,2019,9,19
ru.wikipedia,DoS-атака,-1,desktop,13,1,spider,2019,9,19
de.wikipedia,Denial_of_Service,-1,mobile-app,14,2,user,2019,9,19
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,2,user,2019,9,19
en.wikipedia,Denial-of-service_attack,-1,desktop,14,1,spider,2019,9,19
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,2,user,2019,9,19
en.wikipedia,Denial-of-service_attack,-1,desktop,15,1,spider,2019,9,19
en.wikipedia,Denial-of-service_attack,-1,desktop,16,3,spider,2019,9,19
en.wikipedia,Denial-of-service_attack,-1,mobile-app,17,3,user,2019,9,19
en.wikipedia,Denial-of-service_attack,-1,desktop,17,2,spider,2019,9,19
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,18,1,user,2019,9,19
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ru.wikipedia,DoS-атака,-1,mobile-app,20,2,user,2019,9,28
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,20,2,user,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,20,3,spider,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,1,user,2019,9,28
it.wikipedia,Denial_of_service,-1,mobile-app,20,1,user,2019,9,28
my.wikipedia,Denial-of-service_attack,-1,mobile-app,20,1,user,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,21,1,spider,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,mobile-app,21,3,user,2019,9,28
it.wikipedia,Denial_of_service,-1,mobile-app,21,1,user,2019,9,28
de.wikipedia,Denial_of_Service,-1,mobile-app,21,1,user,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,22,1,spider,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,mobile-app,22,3,user,2019,9,28
it.wikipedia,Denial_of_service,-1,mobile-app,22,1,user,2019,9,28
en.wikipedia,Denial-of-service_attack,-1,desktop,23,1,spider,2019,9,28
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,9,5,user,2019,9,7
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,9,1,user,2019,9,7
ru.wikipedia,DoS-атака,-1,mobile-app,9,1,user,2019,9,7
de.wikipedia,Denial_of_Service,-1,mobile-app,9,11,user,2019,9,7
en.wikipedia,Denial-of-service_attack,-1,mobile-app,10,5,user,2019,9,7
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,10,1,user,2019,9,7
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,10,3,user,2019,9,7
it.wikipedia,Denial_of_service,-1,mobile-app,10,1,user,2019,9,7
ru.wikipedia,DoS-атака,-1,mobile-app,10,1,user,2019,9,7
en.wikipedia,Denial-of-service_attack,-1,desktop,10,1,spider,2019,9,7
de.wikipedia,Denial_of_Service,-1,mobile-app,10,12,user,2019,9,7
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,1,user,2019,9,1
my.wikipedia,Denial-of-service_attack,-1,mobile-app,15,3,user,2019,9,1
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,2,user,2019,9,1
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
it.wikipedia,Denial_of_service,-1,mobile-app,18,1,user,2019,9,11
ru.wikipedia,DoS-атака,-1,mobile-app,18,1,user,2019,9,11
cs.wikipedia,Denial_of_service,-1,mobile-app,18,1,user,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,mobile-app,18,1,user,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,desktop,18,3,spider,2019,9,11
cs.wikipedia,Denial_of_service,-1,mobile-app,19,1,user,2019,9,11
de.wikipedia,Denial_of_Service,-1,mobile-app,20,1,user,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,mobile-app,20,2,user,2019,9,11
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,20,2,user,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,desktop,21,4,spider,2019,9,11
cs.wikipedia,Denial_of_service,-1,mobile-app,22,1,user,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,mobile-app,22,1,user,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,desktop,22,4,spider,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,desktop,23,1,spider,2019,9,11
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,mobile-app,10,1,user,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,desktop,10,1,spider,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,desktop,11,3,spider,2019,9,17
de.wikipedia,Denial_of_Service,-1,mobile-app,11,1,user,2019,9,17
it.wikipedia,Denial_of_service,-1,mobile-app,11,1,user,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,1,user,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,desktop,12,1,spider,2019,9,17
de.wikipedia,Denial_of_Service,-1,mobile-app,12,1,user,2019,9,17
sr.wikipedia,DoS_напад,-1,mobile-app,13,1,user,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,desktop,13,1,spider,2019,9,17
ru.wikipedia,DoS-атака,-1,mobile-app,13,2,user,2019,9,17
en.wikipedia,Denial-of-service_attack,-1,desktop,14,2,spider,2019,9,17
ru.wikipedia,DoS-атака,-1,mobile-app,14,2,user,2019,9,17
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,14,1,user,2019,9,17
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,14,1,user,2019,9,25
en.wikipedia,Denial-of-service_attack,-1,desktop,14,2,spider,2019,9,25
ru.wikipedia,DoS-атака,-1,mobile-app,15,2,user,2019,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,1,user,2019,9,25
en.wikipedia,Denial-of-service_attack,-1,desktop,15,3,spider,2019,9,25
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,15,1,user,2019,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,16,1,user,2019,9,25
en.wikipedia,Denial-of-service_attack,-1,desktop,17,2,spider,2019,9,25
it.wikipedia,Denial_of_service,-1,mobile-app,18,1,user,2019,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,18,1,user,2019,9,25
de.wikipedia,Denial_of_Service,-1,mobile-app,18,1,user,2019,9,25
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,19,1,user,2019,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,19,3,user,2019,9,25
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,6,3,spider,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,mobile-app,6,2,user,2019,9,15
ru.wikipedia,DoS-атака,-1,mobile-app,6,1,user,2019,9,15
de.wikipedia,Denial_of_Service,-1,desktop,6,1,spider,2019,9,15
de.wikipedia,Denial_of_Service,-1,mobile-app,7,2,user,2019,9,15
el.wikipedia,Επιθέσεις_άρνησης_υπηρεσιών,-1,mobile-app,7,3,user,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,mobile-app,7,1,user,2019,9,15
ru.wikipedia,Denial_of_service,-1,desktop,7,1,spider,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,8,1,spider,2019,9,15
ja.wikipedia,DoS攻撃,-1,mobile-app,8,1,user,2019,9,15
de.wikipedia,Denial_of_Service,-1,mobile-app,9,1,user,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,10,1,spider,2019,9,15
de.wikipedia,Denial_of_Service,-1,mobile-app,10,2,user,2019,9,15
de.wikipedia,Denial_of_Service,-1,mobile-app,11,1,user,2019,9,15
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
el.wikipedia,Επιθέσεις_άρνησης_υπηρεσιών,-1,mobile-app,12,1,user,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,1,user,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,13,2,spider,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,14,1,spider,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,mobile-app,14,2,user,2019,9,15
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,14,1,user,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,15,2,spider,2019,9,15
es.wikipedia,Ataque_de_denegación_de_servicio,-1,mobile-app,15,1,user,2019,9,15
ja.wikipedia,DoS攻撃,-1,mobile-app,15,1,user,2019,9,15
ko.wikipedia,서비스_거부_공격,-1,mobile-app,15,1,user,2019,9,15
ru.wikipedia,DoS-атака,-1,mobile-app,15,1,user,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,desktop,16,1,spider,2019,9,15
en.wikipedia,Denial-of-service_attack,-1,mobile-app,16,1,user,2019,9,15
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
vi.wikipedia,Tấn_công_từ_chối_dịch_vụ,-1,mobile-app,5,1,user,2018,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,4,2,spider,2018,9,30
de.wikipedia,Denial_of_Service,-1,desktop,4,1,spider,2018,9,30
ar.wikipedia,هجمات_الحرمان_من_الخدمات,-1,mobile-app,3,1,user,2018,9,30
en.wikipedia,Denial-of-service_attack,-1,mobile-app,3,10,user,2018,9,30
uk.wikipedia,DoS-атака,-1,mobile-app,3,1,user,2018,9,30
nl.wikipedia,Denial_of_service,-1,mobile-app,3,2,user,2018,9,30
ja.wikipedia,DoS攻撃,-1,mobile-app,3,1,user,2018,9,30
it.wikipedia,Denial_of_service,-1,mobile-app,3,1,user,2018,9,30
fr.wikipedia,Attaque_par_déni_de_service,-1,mobile-app,3,1,user,2018,9,30
en.wikipedia,Denial-of-service_attack,-1,desktop,2,1,spider,2018,9,30
bn.wikipedia,ডিনাইয়াল_অব_সার্ভিস,-1,mobile-app,0,3,user,2018,9,30
en.wikipedia,Denial-of-service_attack,-1,mobile-app,0,1,user,2018,9,30
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,11,1,spider,2018,9,25
de.wikipedia,Denial_of_Service,-1,mobile-app,11,2,user,2018,9,25
pl.wikipedia,DDoS,-1,mobile-app,12,1,user,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,1,user,2018,9,25
en.wikipedia,DDoS,-1,mobile-web,13,1,spider,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,desktop,13,2,spider,2018,9,25
ru.wikipedia,DoS-атака,-1,mobile-app,13,1,user,2018,9,25
cs.wikipedia,Denial_of_service,-1,mobile-app,13,1,user,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,13,2,user,2018,9,25
it.wikipedia,Denial_of_service,-1,mobile-app,13,1,user,2018,9,25
ja.wikipedia,DoS攻撃,-1,mobile-app,14,1,user,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,desktop,15,1,spider,2018,9,25
ru.wikipedia,DoS-атака,-1,mobile-app,15,2,user,2018,9,25
en.wikipedia,Denial-of-service_attack,-1,mobile-app,15,1,user,2018,9,25
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
de.wikipedia,Denial_of_Service,-1,mobile-app,9,1,user,2019,9,11
ru.wikipedia,DoS-атака,-1,mobile-app,9,1,user,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,mobile-web,9,1,spider,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,desktop,9,2,spider,2019,9,11
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,8,1,user,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,desktop,8,2,spider,2019,9,11
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,7,5,user,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,desktop,7,2,spider,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,desktop,6,1,spider,2019,9,11
he.wikipedia,התקפת_מניעת_שירות,-1,mobile-app,5,1,user,2019,9,11
de.wikipedia,Denial_of_Service,-1,mobile-app,5,2,user,2019,9,11
en.wikipedia,Denial-of-service_attack,-1,desktop,5,1,spider,2019,9,11
pl.wikipedia,DDoS,-1,mobile-app,3,2,user,2019,9,11
domain,title,pageID,accessType,hour,count,trafficType,year,month,day
en.wikipedia,Denial-of-service_attack,-1,desktop,10,1,spider,2018,9,18
de.wikipedia,Denial_of_Service,-1,mobile-app,11,1,user,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,11,1,user,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,desktop,12,2,spider,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,12,1,user,2018,9,18
en.wikipedia,Denial-of-service_attack,-1,mobile-app,13,1,user,2018,9,18
